MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACION,DESC. OPERACION
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000024,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND04               ,OSCURO,T-12,312,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000024,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND04               ,OSCURO,T-14,104,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000024,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND04               ,OSCURO,T-8,105,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000025,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND01               ,CLARO,T-10,45,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000025,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND01               ,CLARO,T-12,92,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000025,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND01               ,CLARO,T-14,46,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000025,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND01               ,CLARO,T-8,92,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000026,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-10,143,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000026,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-12,48,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000026,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-14,142,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000026,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-6,47,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000026,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-8,189,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000027,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-10,282,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000027,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-12,141,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000027,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-14,141,2026-04-11,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000027,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-8,192,2026-04-11,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000028,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,11-0601             ,BLANCO,T-M,153,2026-04-13,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000028,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,11-0601             ,BLANCO,T-S,153,2026-04-13,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000028,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,19-4004             ,NEGRO,T-M,184,2026-04-13,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000028,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,19-4004             ,NEGRO,T-XL,92,2026-04-13,CORTE                                   
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000029,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-L,94,2026-04-17,CORTE                                   
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000029,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-M,192,2026-04-17,CORTE                                   
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000029,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-S,52,2026-04-17,CORTE                                   
ABRIL,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000029,15015824                                          ,CHAQUETA DENIM NEGRA ESENCIAL,19-4004             ,NEGRO,T-XL,47,2026-04-17,CORTE                                   
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,005 - DENIM                                   ,MOP-00000030,ST0004607                                         ,ENTERIZO CORTO LAV OSCURO CON CIERRE,IND04               ,OSCURO,T-M,294,2026-04-13,CORTE
