MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO
007 - JULIO                                   , ,026 - 3JUL2                                   ,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,ST0000296,CAMISETA MANGA CORTA CON ESTAMPADO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
010 - OCTUBRE                                 , ,040 - 4OCT4                                   ,001 - STOP                                    ,009 - CONSCIENTE,005 - DENIM                                   ,MS0001049,BLUSA MANGA SISA TIPO CORSET,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              , ,035 - 3SEP3                                   ,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,ST0000913,BLUSA MANGA CORTA BOLSILLOS FRENTE,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
010 - OCTUBRE                                 ,07-JULIO,039 - 4OCT3                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,MS0000323,ESCULTOR TIRO ALTO LAV OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  , ,029 - 3AGO1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,MS0000324,LEVANTACOLA TIRO ALTO LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  ,07-JULIO,030 - 3AGO2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000325,TEJANO TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  , ,031 - 3AGO3                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000326,VAQUERO TIRO ALTO LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  ,07-JULIO,030 - 3AGO2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000327,MOM JEAN TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  ,07-JULIO,029 - 3AGO1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000328,CULOTTE TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              , ,035 - 3SEP3                                   ,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,ST0000329,RETROJEAN TIRO ALTO BLANCO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              , ,035 - 3SEP3                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000330,RETROJEAN TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  ,07-JULIO,029 - 3AGO1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000331,BAGGY TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  ,07-JULIO,031 - 3AGO3                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000332,BERMUDA TIRO MEDIO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  , ,029 - 3AGO1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000333,SHORT TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,07-JULIO,034 - 3SEP2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000334,OVERALL LARGO LAV OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
008 - AGOSTO                                  ,07-JULIO,030 - 3AGO2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000335,OVERALL CORTO NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              , ,033 - 3SEP1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,MS0000336,ESCULTOR TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
010 - OCTUBRE                                 , ,037 - 4OCT1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,MS0000337,ELASTIK TIRO ALTO LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,08-AGOSTO,033 - 3SEP1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,MS0000338,LEVANTACOLA TIRO ALTO NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,07-JULIO,035 - 3SEP3                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000339,CAPRI TIRO ALTO NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,08-AGOSTO,035 - 3SEP3                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000340,TEJANO TIRO ALTO LAV OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,08-AGOSTO,033 - 3SEP1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000341,VAQUERO TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,08-AGOSTO,034 - 3SEP2                                   ,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,ST0000342,VAQUERO TIRO ALTO BLANCO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,08-AGOSTO,034 - 3SEP2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000343,MOM JEAN TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,08-AGOSTO,033 - 3SEP1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000344,CULOTTE TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,08-AGOSTO,035 - 3SEP3                                   ,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,ST0000345,JOGGER TIRO ALTO NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
010 - OCTUBRE                                 ,09-SEPTIEMBRE,039 - 4OCT3                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,MS0000346,CARGO TIRO ALTO NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
010 - OCTUBRE                                 ,09-SEPTIEMBRE,038 - 4OCT2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000347,RETROJEAN TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,07-JULIO,034 - 3SEP2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000348,RETROJEAN TIRO ALTO LAV OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
011 - NOVIEMBRE                               , ,041 - 4NOV1                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,MS0000349,RETROJEAN TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
009 - SEPTIEMBRE                              ,07-JULIO,034 - 3SEP2                                   ,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,ST0000350,BERMUDA TIRO ALTO LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
007 - JULIO                                   , ,027 - 3JUL3                                   ,001 - STOP                                    ,008 - MODA                                    ,003 - TEJIDO MIXTO                            ,ST0000297,CAMISA MANGA LARGA CON BOLERO EN PUÑO,001 - PRODUCCION INTERNA TELA NACIONALIZADA   
