MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO,PRIORIDAD
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31321213,CAMISETA MS TP CON CUELLO Y PERILLA EN,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31322713,CAMISETA MS  TP CON CIERRE EN ESCOTE,,Normal
NOVIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31323213,CAMISETA MS TP EN MALLA CON RECOGIDO EN,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31324713,CAMISETA MS TP ESCOTE EN V,,Normal
MAYO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31325213,CAMISETA MS TP CON CUELLO ALTO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31326713,CAMISETA PREMIUM MS TP ESCOTE EN V,,Normal
NOVIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31327213,CAMISETA MS TP CON ABERTURA EN HOMBRE C,,Normal
NOVIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31328213,CAMISETA MS TP CON ABERTURA EN HOMBRO,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31329213,CAMISETA MS TP CON HERRAJE  EN ESCOTE,,Normal
ENERO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31330213,CAMISETA PREMIUM MS TP DOBLE PRENDA,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31331713,CAMISETA MS TP CON ESTAMPADO EN FRENTE,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31332713,CAMISETA MS TP EN CONTRASTE CON PUNTA E,,Normal
FEBRERO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31333213,CAMISETA PREMIUM MS TP CON ESCOTE EN ES,,Normal
MARZO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31334713,CAMISETA PREMIUM MS TP CON CIERRE,,Normal
ABRIL, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31335713,CAMISETA MS TP EN MALLA IMITACION DOBL,,Normal
ABRIL, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,31336713,CAMISETA MS TP ASIMETRICA,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31404114,CAMISETA MC TEEN CUELLO ALTO CON ESTAMP,,Normal
MARZO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31458214,CAMISETA MC TP CON FRENTE ESTAMPADO,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31516214,CAMISETA MC TEEN PLUS CON HERRAJE EN FR,,Normal
ENERO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31534141,CAMISETA MC TP DOBLE PRENDA  EN MALLA I,,Normal
FEBRERO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31551741,CAMISETA MS YO ZOY ELÁSTICOS CRUZADOS,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31584214,CAMISETA MC TEEN PLUS CON CORTE EN FREN,,Normal
MAYO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31594141,CAMISETA MC CON LACE UP EN FRENTE,,Normal
NOVIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31594214,CAMISETA MC TEEN PLUS EN RIB CON PERILL,,Normal
MAYO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31603741,CAMISETA MC ZOY CON DETALLE  PIERCING E,,Normal
NOVIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31608214,CAMISETA MC TEEN PLUS EN RIB CON BOTONE,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31611114,CAMISETA MC TEEN CON TIRAS EN ESPALDA C,,Normal
JUNIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,999 - NO APLICA                               ,31624741,CAMISETA TIRAS ZOY CON RECOGIDO EN FREN,,Normal
ABRIL, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31628214,CAMISETA MC TEEN PLUS CRUZADA EN FRENTE,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31636741,CAMISETA MC ZOY BOLERO EN CORTE DE MANG,,Normal
MAYO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31638214,CAMISETA MC TEEN PLUS CON RECOGIDO EN C,,Normal
OCTUBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,31646141,CAMISETA MC TP CON CORTE Y JARETA CURVA,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31648714,CAMISETA MC TEEN PLUS CROP ESTAMPADA EN,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31650714,CAMISETA MC TEEN PLUS OVERSIZE ESTAMPAD,,Normal
DICIEMBRE, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31653714,CAMISETA MC TEEN PLUS CON DETALLE EN FR,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31655714,CAMISETA MC TEEN PLUS CROP OVERSIZED,,Normal
JUNIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31656214,CAMISETA MC TEEN PLUS CON ESTAMPADO EN,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31658714,CAMISETA MC TEEN PLUS CON ESTAMPADO EN,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31663114,CAMISETA MC TEEN AJUSTADA CON APLIQUE,,Normal
JULIO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,015 - TEJIDO                                  ,999 - NO APLICA                               ,31664114,CAMISETA MC TEEN CON CUELLO CAMISERO TE,,Normal
AGOSTO, ,017 - 2MAY1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,999 - NO APLICA                               ,31665214,CAMISETA MC TEEN PLUS AJUSTADA CON FREN,,Normal
